reward,arrived,dist
336.0,True,0
64.0,False,-1
560.0,True,0
619.0,True,0
164.0,True,0
703.0,True,0
200.0,True,0
759.0,True,0
586.0,True,0
676.0,True,0
1056.0,True,0
1073.0,False,3
251.0,True,0
447.0,True,0
26.0,False,51
33.0,True,0
1066.0,True,0
217.0,False,-1
106.0,True,0
749.0,True,0
38.0,False,-1
1104.0,True,0
140.0,False,-1
768.0,True,0
610.0,True,0
1124.0,True,0
464.0,True,0
733.0,True,0
37.0,False,-1
-11.0,True,0
379.0,True,0
607.0,False,17
88.0,False,53
286.0,False,-1
1039.0,True,0
289.0,True,0
543.0,True,0
1319.0,True,0
628.0,True,0
112.0,False,-1
892.0,True,0
35.0,False,-1
616.0,True,0
70.0,False,-1
1048.0,True,0
119.0,False,20
952.0,True,0
906.0,True,0
136.0,True,0
571.0,False,-1
-7.0,False,-1
986.0,True,0
711.0,True,0
330.0,True,0
988.0,True,0
1444.0,True,0
354.0,False,15
919.0,True,0
197.0,True,0
1605.0,True,0
269.0,True,0
495.0,False,-1
599.0,True,0
1234.0,True,0
1413.0,True,0
866.0,True,0
178.0,True,0
928.0,True,0
258.0,True,0
1254.0,True,0
1232.0,True,0
343.0,True,0
173.0,True,0
93.0,True,0
1390.0,True,0
1336.0,True,0
156.0,True,0
608.0,False,-1
226.0,True,0
1260.0,True,0
744.0,True,0
144.0,True,0
453.0,False,-1
456.0,True,0
1184.0,True,0
30.0,False,-1
325.0,True,0
235.0,True,0
77.0,True,0
296.0,True,0
1163.0,True,0
288.0,False,-1
32.0,False,-1
344.0,True,0
72.0,False,-1
830.0,False,11
740.0,True,0
1061.0,True,0
747.0,True,0
250.0,True,0
28.0,False,-1
0.0,True,0
797.0,True,0
219.0,False,-1
547.0,True,0
355.0,True,0
601.0,True,0
260.0,True,0
4.0,True,0
304.0,True,0
110.0,False,-1
687.0,True,0
191.0,True,0
792.0,True,0
20.0,False,-1
236.0,True,0
822.0,False,3
877.0,True,0
578.0,True,0
1353.0,True,0
29.0,False,-1
595.0,True,0
736.0,True,0
475.0,True,0
1197.0,True,0
456.0,True,0
347.0,True,0
595.0,True,0
731.0,True,0
372.0,True,0
540.0,False,-1
1446.0,True,0
526.0,True,0
204.0,True,0
428.0,True,0
619.0,True,0
