reward,arrived,dist
269.0,True,0
359.0,True,0
213.0,True,0
434.0,True,0
131.0,True,0
259.0,True,0
364.0,True,0
339.0,True,0
324.0,True,0
299.0,True,0
90.0,False,-1
224.0,True,0
479.0,True,0
244.0,True,0
234.0,True,0
228.0,True,0
339.0,True,0
100.0,False,9
275.0,True,0
434.0,True,0
234.0,True,0
199.0,True,0
294.0,True,0
364.0,True,0
344.0,True,0
249.0,True,0
75.0,False,-1
393.0,True,0
199.0,True,0
389.0,True,0
259.0,True,0
100.0,False,19
234.0,True,0
334.0,True,0
409.0,True,0
434.0,True,0
374.0,True,0
289.0,True,0
204.0,True,0
269.0,True,0
359.0,True,0
199.0,True,0
199.0,True,0
234.0,True,0
394.0,True,0
384.0,True,0
289.0,True,0
372.0,True,0
439.0,True,0
289.0,True,0
75.0,False,-1
334.0,True,0
349.0,True,0
344.0,True,0
199.0,True,0
294.0,True,0
135.0,False,-1
249.0,True,0
304.0,True,0
224.0,True,0
60.0,False,15
140.0,False,10
404.0,True,0
269.0,True,0
249.0,True,0
414.0,True,0
369.0,True,0
314.0,True,0
419.0,True,0
369.0,True,0
249.0,True,0
269.0,True,0
334.0,True,0
454.0,True,0
339.0,True,0
349.0,True,0
259.0,True,0
259.0,True,0
319.0,True,0
384.0,True,0
70.0,False,-1
275.0,True,0
309.0,True,0
474.0,True,0
389.0,True,0
70.0,False,-1
334.0,True,0
289.0,True,0
339.0,True,0
199.0,True,0
344.0,True,0
269.0,True,0
188.0,True,0
303.0,True,0
263.0,True,0
75.0,False,-1
294.0,True,0
199.0,True,0
250.0,True,0
