reward,arrived,dist
106.0,True,0
110.0,True,0
106.0,True,0
83.0,False,11
106.0,False,10
125.0,False,2
105.0,False,19
96.0,True,0
100.0,True,0
128.0,True,0
110.0,False,1
96.0,True,0
110.0,False,4
80.0,False,8
143.0,True,0
100.0,False,1
140.0,False,3
134.0,True,0
118.0,True,0
75.0,False,2
47.0,False,15
168.0,False,1
85.0,False,7
85.0,False,5
60.0,False,15
52.0,False,11
60.0,False,10
85.0,False,2
103.0,False,3
121.0,False,11
168.0,False,3
90.0,False,3
45.0,False,1
85.0,False,9
95.0,False,5
85.0,False,4
55.0,True,0
101.0,True,0
179.0,False,2
100.0,True,0
60.0,False,28
80.0,False,20
34.0,False,2
35.0,False,27
100.0,False,2
100.0,False,1
186.0,True,0
36.0,False,11
148.0,True,0
199.0,True,0
100.0,True,0
100.0,True,0
90.0,False,3
119.0,True,0
139.0,True,0
131.0,True,0
227.0,True,0
70.0,False,10
139.0,True,0
85.0,False,24
92.0,False,3
230.0,True,0
90.0,False,17
108.0,False,1
110.0,False,13
130.0,False,10
268.0,True,0
177.0,True,0
100.0,False,2
236.0,True,0
99.0,False,2
125.0,False,30
269.0,True,0
20.0,False,2
185.0,True,0
92.0,False,5
85.0,False,31
212.0,True,0
171.0,True,0
146.0,True,0
160.0,True,0
75.0,False,9
243.0,True,0
110.0,False,10
-30.0,False,12
196.0,True,0
60.0,False,13
144.0,True,0
142.0,True,0
120.0,True,0
110.0,False,1
138.0,True,0
60.0,False,11
95.0,False,2
10.0,False,8
142.0,True,0
95.0,False,1
65.0,False,2
100.0,True,0
