reward,arrived,dist
133.0,True,0
100.0,True,0
118.0,True,0
79.0,True,0
119.0,True,0
25.0,True,0
145.0,True,0
-45.0,False,4
82.0,False,7
10.0,True,0
37.0,True,0
73.0,True,0
60.0,True,0
165.0,True,0
69.0,False,8
100.0,True,0
20.0,True,0
125.0,True,0
30.0,False,10
40.0,False,11
120.0,True,0
147.0,True,0
65.0,False,4
191.0,False,2
90.0,True,0
10.0,False,2
111.0,False,4
173.0,False,1
70.0,False,7
85.0,False,7
174.0,False,3
105.0,True,0
197.0,True,0
95.0,True,0
114.0,True,0
151.0,True,0
69.0,True,0
75.0,False,8
286.0,True,0
95.0,False,3
103.0,False,5
173.0,True,0
85.0,True,0
96.0,True,0
125.0,True,0
95.0,False,2
70.0,False,8
39.0,True,0
85.0,True,0
125.0,True,0
172.0,False,1
80.0,False,8
125.0,False,2
95.0,False,5
113.0,True,0
30.0,False,14
124.0,False,2
113.0,True,0
116.0,True,0
85.0,False,1
126.0,True,0
140.0,True,0
105.0,True,0
165.0,False,4
65.0,False,1
114.0,False,1
114.0,True,0
111.0,True,0
100.0,False,2
90.0,False,8
71.0,False,2
100.0,True,0
79.0,False,11
188.0,False,2
128.0,True,0
81.0,False,7
108.0,True,0
119.0,False,1
90.0,False,3
116.0,True,0
121.0,False,1
70.0,False,10
116.0,False,5
107.0,True,0
100.0,True,0
113.0,True,0
70.0,False,7
100.0,True,0
126.0,False,6
80.0,False,9
90.0,False,7
120.0,True,0
70.0,False,14
142.0,True,0
118.0,False,1
146.0,True,0
100.0,False,4
156.0,True,0
170.0,False,3
