reward,arrived,dist
199.0,True,0
236.0,True,0
199.0,True,0
210.0,False,11
261.0,True,0
199.0,True,0
335.0,True,0
273.0,True,0
199.0,True,0
199.0,True,0
346.0,True,0
199.0,True,0
181.0,True,0
199.0,True,0
199.0,True,0
199.0,True,0
199.0,True,0
307.0,True,0
199.0,True,0
313.0,True,0
332.0,True,0
199.0,True,0
199.0,True,0
199.0,True,0
199.0,True,0
175.0,False,-1
199.0,True,0
362.0,True,0
379.0,True,0
279.0,True,0
199.0,True,0
199.0,True,0
199.0,True,0
324.0,True,0
319.0,True,0
199.0,True,0
368.0,True,0
199.0,True,0
191.0,True,0
199.0,True,0
155.0,False,11
353.0,True,0
199.0,True,0
424.0,True,0
199.0,True,0
199.0,True,0
199.0,True,0
199.0,True,0
346.0,True,0
321.0,True,0
378.0,True,0
399.0,True,0
317.0,True,0
199.0,True,0
202.0,True,0
355.0,True,0
390.0,True,0
285.0,False,9
160.0,False,-1
199.0,True,0
199.0,True,0
199.0,True,0
199.0,True,0
199.0,True,0
312.0,True,0
109.0,False,-1
199.0,True,0
199.0,True,0
-148.0,False,4
285.0,True,0
199.0,True,0
199.0,True,0
199.0,True,0
387.0,True,0
202.0,True,0
199.0,True,0
315.0,True,0
158.0,True,0
199.0,True,0
199.0,True,0
332.0,True,0
289.0,True,0
199.0,True,0
340.0,True,0
199.0,True,0
199.0,True,0
334.0,True,0
260.0,True,0
199.0,True,0
397.0,True,0
272.0,True,0
307.0,True,0
199.0,True,0
199.0,True,0
199.0,True,0
199.0,True,0
249.0,True,0
249.0,True,0
350.0,True,0
