reward,arrived,dist
75.0,False,3
50.0,True,0
95.0,False,7
85.0,False,10
40.0,False,3
0.0,False,9
60.0,False,20
65.0,True,0
220.0,True,0
50.0,False,19
130.0,False,11
-15.0,True,0
115.0,True,0
80.0,False,15
70.0,False,13
130.0,True,0
70.0,False,8
10.0,False,9
55.0,False,6
85.0,True,0
90.0,False,26
95.0,False,4
50.0,True,0
135.0,True,0
70.0,False,21
140.0,True,0
0.0,False,24
220.0,True,0
65.0,False,8
70.0,False,15
90.0,False,8
150.0,True,0
160.0,True,0
160.0,True,0
110.0,True,0
275.0,True,0
60.0,True,0
80.0,False,31
360.0,True,0
270.0,True,0
150.0,True,0
105.0,False,15
150.0,True,0
105.0,False,7
160.0,True,0
115.0,True,0
70.0,True,0
55.0,False,11
110.0,True,0
160.0,True,0
145.0,True,0
135.0,True,0
60.0,False,9
70.0,False,15
95.0,False,9
210.0,True,0
80.0,True,0
95.0,True,0
60.0,True,0
110.0,False,19
150.0,True,0
95.0,False,9
90.0,False,6
170.0,True,0
50.0,False,21
60.0,False,17
145.0,True,0
100.0,False,5
35.0,False,1
110.0,True,0
90.0,False,10
110.0,False,23
125.0,True,0
25.0,True,0
115.0,True,0
150.0,True,0
70.0,False,21
95.0,False,13
90.0,True,0
60.0,False,29
100.0,False,18
90.0,False,11
-5.0,True,0
180.0,True,0
115.0,True,0
165.0,True,0
125.0,True,0
155.0,False,2
85.0,True,0
100.0,False,13
90.0,False,16
100.0,False,28
140.0,True,0
90.0,False,3
175.0,True,0
55.0,False,5
70.0,False,10
90.0,False,3
120.0,False,14
125.0,False,8
120.0,False,24
40.0,False,9
190.0,False,1
75.0,False,12
50.0,False,14
85.0,False,9
90.0,False,4
30.0,False,20
-60.0,False,11
65.0,False,7
105.0,False,28
60.0,False,14
30.0,False,25
65.0,False,19
80.0,False,29
-10.0,False,6
85.0,False,4
80.0,False,9
60.0,True,0
70.0,False,24
75.0,False,3
90.0,False,12
105.0,True,0
80.0,False,28
100.0,False,31
