reward,arrived,dist
100.0,True,0
100.0,True,0
108.0,True,0
37.0,True,0
100.0,True,0
80.0,False,22
53.0,True,0
40.0,False,24
100.0,True,0
46.0,True,0
100.0,True,0
135.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
279.0,True,0
62.0,False,10
124.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
184.0,True,0
95.0,False,22
100.0,True,0
100.0,True,0
234.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
269.0,True,0
185.0,True,0
254.0,True,0
180.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
160.0,True,0
100.0,True,0
140.0,False,12
111.0,True,0
100.0,True,0
35.0,False,6
100.0,True,0
195.0,False,10
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
22.0,False,21
100.0,True,0
212.0,True,0
98.0,True,0
100.0,True,0
160.0,False,12
194.0,True,0
100.0,True,0
293.0,True,0
122.0,False,11
100.0,True,0
100.0,True,0
100.0,True,0
279.0,True,0
100.0,True,0
100.0,True,0
115.0,False,25
83.0,False,11
100.0,True,0
187.0,True,0
100.0,True,0
145.0,True,0
100.0,True,0
100.0,True,0
273.0,True,0
100.0,True,0
100.0,True,0
185.0,True,0
112.0,True,0
125.0,False,11
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
0.0,False,17
105.0,True,0
107.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
185.0,True,0
100.0,True,0
208.0,True,0
204.0,True,0
55.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
70.0,False,15
100.0,True,0
150.0,False,12
145.0,True,0
47.0,False,18
100.0,True,0
100.0,True,0
101.0,True,0
100.0,True,0
75.0,True,0
100.0,True,0
100.0,True,0
90.0,False,16
205.0,True,0
100.0,True,0
305.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
350.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
102.0,False,14
100.0,True,0
137.0,True,0
105.0,True,0
75.0,False,27
-15.0,True,0
60.0,False,2
100.0,True,0
50.0,False,10
100.0,True,0
-16.0,False,9
100.0,True,0
75.0,False,12
30.0,False,11
100.0,True,0
105.0,True,0
-65.0,False,4
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
45.0,True,0
100.0,True,0
-10.0,True,0
100.0,True,0
100.0,True,0
110.0,False,12
180.0,True,0
100.0,True,0
110.0,False,29
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
8.0,False,12
100.0,True,0
100.0,True,0
100.0,True,0
60.0,True,0
126.0,True,0
100.0,True,0
230.0,True,0
90.0,False,24
80.0,False,20
105.0,True,0
110.0,True,0
140.0,True,0
100.0,True,0
40.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
70.0,False,17
100.0,True,0
100.0,True,0
153.0,True,0
166.0,True,0
306.0,True,0
100.0,True,0
232.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
84.0,False,20
98.0,False,8
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
182.0,True,0
100.0,True,0
100.0,True,0
182.0,True,0
100.0,True,0
130.0,True,0
80.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
110.0,True,0
100.0,True,0
250.0,True,0
103.0,True,0
100.0,True,0
160.0,True,0
261.0,True,0
84.0,False,5
130.0,True,0
116.0,True,0
157.0,True,0
100.0,True,0
213.0,True,0
102.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
102.0,True,0
208.0,True,0
100.0,True,0
161.0,True,0
100.0,True,0
100.0,True,0
229.0,True,0
90.0,False,31
85.0,False,4
100.0,True,0
235.0,True,0
100.0,True,0
5.0,False,12
100.0,True,0
153.0,True,0
100.0,True,0
144.0,False,13
138.0,True,0
178.0,True,0
166.0,True,0
100.0,True,0
100.0,True,0
158.0,True,0
109.0,False,17
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,False,23
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
88.0,False,3
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
125.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
248.0,True,0
221.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
60.0,False,15
210.0,True,0
168.0,True,0
210.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
73.0,True,0
100.0,True,0
250.0,True,0
218.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
65.0,True,0
100.0,True,0
115.0,True,0
100.0,True,0
100.0,True,0
101.0,True,0
100.0,True,0
172.0,True,0
100.0,True,0
115.0,True,0
95.0,False,13
174.0,True,0
55.0,False,15
100.0,True,0
100.0,True,0
100.0,True,0
30.0,False,23
100.0,True,0
-15.0,False,1
204.0,False,5
100.0,True,0
100.0,True,0
100.0,False,11
210.0,True,0
38.0,False,4
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
80.0,True,0
44.0,True,0
118.0,True,0
55.0,True,0
132.0,False,3
50.0,True,0
100.0,True,0
119.0,True,0
120.0,True,0
258.0,True,0
176.0,True,0
194.0,True,0
115.0,True,0
160.0,True,0
100.0,True,0
205.0,True,0
100.0,True,0
232.0,True,0
254.0,True,0
135.0,False,14
100.0,True,0
100.0,True,0
215.0,True,0
131.0,True,0
165.0,True,0
111.0,False,8
84.0,True,0
284.0,True,0
158.0,True,0
121.0,True,0
107.0,True,0
100.0,True,0
55.0,True,0
210.0,True,0
100.0,True,0
220.0,True,0
100.0,True,0
136.0,True,0
100.0,True,0
95.0,False,3
90.0,True,0
158.0,True,0
100.0,True,0
292.0,True,0
280.0,True,0
100.0,True,0
192.0,True,0
-70.0,True,0
119.0,True,0
86.0,False,9
121.0,True,0
123.0,True,0
137.0,True,0
243.0,True,0
173.0,True,0
100.0,True,0
66.0,False,4
100.0,True,0
215.0,True,0
92.0,False,17
100.0,True,0
100.0,True,0
130.0,True,0
140.0,True,0
245.0,True,0
217.0,True,0
96.0,True,0
100.0,True,0
100.0,True,0
150.0,True,0
173.0,False,16
10.0,False,27
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
109.0,True,0
25.0,False,9
40.0,False,10
105.0,False,9
-65.0,False,5
85.0,True,0
11.0,False,7
160.0,True,0
100.0,True,0
150.0,False,11
108.0,True,0
100.0,True,0
100.0,True,0
145.0,True,0
145.0,True,0
219.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
104.0,True,0
100.0,True,0
135.0,False,12
221.0,True,0
339.0,True,0
142.0,True,0
230.0,True,0
100.0,True,0
100.0,True,0
210.0,True,0
236.0,True,0
287.0,True,0
103.0,True,0
100.0,True,0
100.0,True,0
165.0,True,0
89.0,True,0
100.0,True,0
100.0,True,0
180.0,True,0
50.0,False,11
100.0,True,0
100.0,True,0
100.0,True,0
180.0,True,0
100.0,True,0
160.0,True,0
100.0,True,0
108.0,True,0
182.0,True,0
100.0,True,0
100.0,True,0
217.0,True,0
100.0,True,0
100.0,True,0
190.0,True,0
86.0,False,14
100.0,True,0
302.0,True,0
97.0,False,4
60.0,False,21
100.0,True,0
232.0,True,0
100.0,True,0
123.0,True,0
20.0,False,28
100.0,True,0
100.0,True,0
