reward,arrived,dist
100.0,True,0
100.0,True,0
100.0,True,0
238.0,True,0
265.0,True,0
159.0,True,0
100.0,True,0
100.0,True,0
230.0,True,0
278.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
241.0,True,0
6.0,False,13
168.0,False,11
100.0,True,0
253.0,True,0
287.0,True,0
240.0,True,0
100.0,True,0
100.0,True,0
241.0,True,0
100.0,True,0
101.0,True,0
125.0,False,32
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
109.0,True,0
320.0,True,0
221.0,True,0
100.0,False,25
100.0,True,0
100.0,True,0
160.0,True,0
100.0,True,0
80.0,True,0
100.0,True,0
100.0,True,0
90.0,False,27
-48.0,False,12
125.0,False,11
100.0,True,0
100.0,True,0
111.0,False,12
85.0,True,0
71.0,False,7
150.0,True,0
214.0,True,0
108.0,False,10
155.0,True,0
100.0,True,0
80.0,True,0
110.0,True,0
123.0,True,0
60.0,False,12
98.0,False,10
115.0,True,0
208.0,True,0
100.0,True,0
100.0,True,0
70.0,False,13
200.0,True,0
302.0,True,0
100.0,True,0
107.0,False,12
100.0,True,0
100.0,True,0
100.0,True,0
117.0,True,0
247.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
128.0,True,0
100.0,True,0
100.0,True,0
85.0,False,5
100.0,True,0
83.0,True,0
53.0,True,0
115.0,False,11
116.0,False,6
100.0,True,0
100.0,True,0
140.0,True,0
100.0,True,0
195.0,True,0
30.0,False,9
-20.0,False,14
170.0,True,0
30.0,True,0
120.0,False,8
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
272.0,True,0
363.0,True,0
348.0,True,0
208.0,True,0
275.0,True,0
117.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
180.0,True,0
120.0,False,14
-30.0,False,22
155.0,True,0
69.0,True,0
155.0,True,0
184.0,True,0
100.0,True,0
31.0,False,26
133.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
121.0,False,10
125.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
191.0,True,0
170.0,True,0
100.0,True,0
339.0,True,0
315.0,True,0
200.0,True,0
105.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
237.0,True,0
199.0,False,8
174.0,True,0
315.0,True,0
100.0,True,0
177.0,True,0
275.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
125.0,True,0
100.0,True,0
100.0,True,0
182.0,True,0
140.0,True,0
169.0,True,0
100.0,True,0
280.0,True,0
100.0,True,0
100.0,True,0
101.0,True,0
203.0,True,0
100.0,True,0
95.0,False,5
211.0,True,0
110.0,True,0
109.0,True,0
100.0,True,0
104.0,True,0
105.0,False,12
135.0,True,0
210.0,True,0
100.0,True,0
127.0,True,0
170.0,True,0
120.0,True,0
165.0,True,0
120.0,True,0
229.0,True,0
-33.0,False,11
100.0,True,0
116.0,True,0
214.0,True,0
65.0,True,0
85.0,False,21
120.0,True,0
77.0,False,22
160.0,True,0
237.0,True,0
100.0,True,0
100.0,True,0
126.0,True,0
84.0,True,0
225.0,True,0
90.0,True,0
228.0,True,0
230.0,True,0
67.0,True,0
-100.0,False,5
100.0,True,0
70.0,True,0
66.0,False,18
5.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
64.0,True,0
116.0,True,0
100.0,True,0
162.0,True,0
100.0,True,0
100.0,True,0
130.0,True,0
100.0,True,0
100.0,True,0
142.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
156.0,True,0
100.0,True,0
10.0,True,0
40.0,False,8
140.0,False,12
100.0,True,0
50.0,True,0
45.0,True,0
108.0,True,0
65.0,False,17
85.0,True,0
173.0,True,0
210.0,True,0
100.0,True,0
120.0,True,0
256.0,True,0
10.0,False,15
100.0,True,0
100.0,True,0
90.0,False,23
70.0,False,12
86.0,False,28
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
126.0,False,11
100.0,True,0
132.0,True,0
281.0,True,0
100.0,True,0
340.0,True,0
80.0,False,25
18.0,False,11
100.0,True,0
210.0,True,0
70.0,True,0
100.0,True,0
249.0,True,0
100.0,True,0
125.0,True,0
165.0,True,0
100.0,True,0
100.0,True,0
-20.0,True,0
16.0,True,0
205.0,True,0
275.0,True,0
227.0,True,0
80.0,True,0
12.0,False,11
124.0,True,0
225.0,True,0
155.0,False,12
110.0,True,0
100.0,True,0
97.0,False,15
65.0,True,0
100.0,True,0
257.0,True,0
100.0,True,0
120.0,False,7
100.0,True,0
100.0,True,0
295.0,True,0
48.0,False,3
230.0,True,0
85.0,True,0
170.0,True,0
100.0,True,0
100.0,True,0
230.0,True,0
100.0,True,0
81.0,False,7
100.0,True,0
95.0,True,0
240.0,True,0
100.0,True,0
55.0,True,0
100.0,True,0
100.0,True,0
60.0,False,22
88.0,True,0
60.0,False,15
100.0,True,0
114.0,True,0
50.0,True,0
100.0,True,0
77.0,True,0
224.0,True,0
100.0,True,0
165.0,True,0
148.0,True,0
100.0,True,0
50.0,False,11
275.0,True,0
100.0,True,0
100.0,True,0
208.0,True,0
265.0,True,0
140.0,True,0
100.0,True,0
278.0,True,0
100.0,True,0
65.0,False,3
100.0,True,0
60.0,True,0
100.0,True,0
150.0,True,0
110.0,True,0
100.0,True,0
130.0,True,0
133.0,False,12
212.0,True,0
204.0,True,0
100.0,True,0
152.0,True,0
75.0,False,12
130.0,True,0
70.0,False,4
110.0,True,0
82.0,False,10
100.0,True,0
198.0,True,0
100.0,True,0
246.0,True,0
65.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
81.0,False,5
100.0,True,0
100.0,True,0
100.0,True,0
10.0,False,8
100.0,True,0
100.0,True,0
100.0,True,0
55.0,False,3
206.0,True,0
100.0,True,0
127.0,True,0
100.0,True,0
100.0,True,0
32.0,False,4
102.0,True,0
374.0,True,0
100.0,True,0
101.0,True,0
171.0,False,1
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
101.0,True,0
280.0,True,0
100.0,True,0
100.0,True,0
99.0,False,6
50.0,False,6
180.0,True,0
235.0,True,0
100.0,True,0
198.0,True,0
100.0,True,0
243.0,True,0
154.0,True,0
170.0,True,0
100.0,True,0
135.0,True,0
100.0,True,0
5.0,False,16
100.0,True,0
74.0,False,27
100.0,True,0
237.0,True,0
70.0,True,0
207.0,True,0
115.0,True,0
320.0,True,0
165.0,True,0
280.0,True,0
100.0,True,0
134.0,True,0
168.0,True,0
100.0,True,0
300.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
80.0,True,0
100.0,True,0
219.0,True,0
60.0,True,0
296.0,True,0
140.0,True,0
100.0,True,0
112.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
85.0,True,0
100.0,True,0
125.0,True,0
100.0,True,0
100.0,True,0
75.0,False,31
100.0,False,21
100.0,True,0
248.0,True,0
100.0,True,0
55.0,False,11
262.0,True,0
85.0,False,29
100.0,True,0
100.0,True,0
25.0,True,0
60.0,True,0
103.0,True,0
100.0,True,0
100.0,True,0
155.0,True,0
140.0,True,0
250.0,True,0
69.0,False,14
100.0,True,0
155.0,True,0
120.0,False,11
100.0,True,0
70.0,True,0
65.0,True,0
44.0,False,16
96.0,False,26
100.0,True,0
-25.0,True,0
126.0,True,0
174.0,True,0
66.0,True,0
202.0,True,0
116.0,True,0
14.0,False,11
65.0,True,0
275.0,True,0
105.0,True,0
100.0,True,0
200.0,True,0
100.0,True,0
113.0,False,3
225.0,True,0
100.0,True,0
100.0,True,0
25.0,False,4
55.0,True,0
100.0,True,0
100.0,True,0
100.0,True,0
248.0,True,0
